,Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS_Screen,Screen_PPI,Cpu_brand,HDD,SSD,Gpu_brand,os
211,Asus,Gaming,16,Windows 10,2.9,1407.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
212,HP,Notebook,4,No OS,2.1,349.0,NormalScreen,No,141.2119981,Intel Core i3,500,0,Intel,Others/No OS/Linux
213,Lenovo,Notebook,8,No OS,2.2,549.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Others/No OS/Linux
214,Huawei,Ultrabook,8,Windows 10,1.05,1499.0,NormalScreen,Yes,199.6920706,Intel Core i7,0,512,Intel,Windows
215,Dell,Ultrabook,8,Windows 10,1.4,931.88,NormalScreen,Yes,165.6321181,Intel Core i7,0,256,AMD,Windows
216,Lenovo,Notebook,8,No OS,2.8,589.0,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
217,HP,Notebook,8,Windows 10,1.63,1031.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Nvidia,Windows
218,Dell,Ultrabook,8,Windows 10,1.6,1149.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
219,Dell,2 in 1 Convertible,16,Windows 10,1.62,1279.0,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
220,Dell,Notebook,8,Linux,2.2,677.35,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Others/No OS/Linux
221,Lenovo,2 in 1 Convertible,8,Windows 10,1.74,899.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
222,Toshiba,Ultrabook,8,Windows 10,1.2,1363.0,NormalScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
223,HP,Notebook,8,Windows 10,2.1,794.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
224,Dell,Gaming,16,Windows 10,4.42,2456.34,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
225,Acer,Notebook,8,Windows 10,2.2,832.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
226,Dell,Notebook,16,Windows 10,2.3,859.01,TouchScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
227,Asus,Notebook,8,Windows 10,2.0,769.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
228,Asus,Notebook,8,Windows 10,2.69,891.0,NormalScreen,No,127.3356746,Intel Core i5,500,256,Nvidia,Windows
229,HP,Notebook,8,Windows 10,1.9,1269.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
230,Asus,Notebook,4,Windows 10,2.37,398.99,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Windows
231,HP,Notebook,4,Windows 10,2.1,330.0,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
232,Lenovo,Gaming,16,Windows 10,3.2,1499.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
233,Dell,Notebook,8,Windows 10,1.6,859.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
234,Acer,2 in 1 Convertible,8,Windows 10,1.6,689.0,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
235,Dell,Notebook,16,Linux,2.36,899.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
236,Acer,Notebook,4,Linux,2.1,390.0,NormalScreen,No,100.4546699,Intel Core i3,1000,0,Intel,Others/No OS/Linux
237,Asus,Notebook,4,Windows 10,2.2,575.0,NormalScreen,No,141.2119981,AMD Processor,1000,128,AMD,Windows
238,Asus,Gaming,32,Windows 10,4.7,3890.0,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
239,Acer,Gaming,8,Windows 10,2.5,846.0,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
240,Lenovo,Notebook,8,Windows 10,2.2,589.0,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
241,Asus,Notebook,8,Windows 10,2.1,1145.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
242,Asus,Notebook,8,No OS,2.69,889.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Others/No OS/Linux
243,Dell,Gaming,8,Windows 10,2.56,879.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
244,Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1079.0,TouchScreen,Yes,158.4825302,Intel Core i7,0,256,Intel,Windows
245,Dell,Notebook,8,Windows 10,2.2,985.0,NormalScreen,No,141.2119981,Intel Core i7,2000,128,AMD,Windows
246,HP,Notebook,8,Windows 10,2.04,559.0,TouchScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
247,Asus,Gaming,16,Windows 10,3.6,2999.0,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
248,HP,Notebook,4,Windows 10,1.49,675.0,NormalScreen,Yes,165.6321181,Intel Core i5,500,0,Intel,Windows
249,Apple,Ultrabook,8,macOS,1.37,2040.0,NormalScreen,Yes,226.9830047,Intel Core i5,0,512,Intel,Mac
250,Dell,2 in 1 Convertible,8,Windows 10,2.08,819.0,TouchScreen,Yes,141.2119981,Intel Core i7,1000,0,Intel,Windows
251,Asus,Gaming,16,Windows 10,4.3,1799.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
252,Asus,Notebook,4,Windows 10,1.68,469.0,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
253,Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1849.0,TouchScreen,Yes,158.4825302,Intel Core i7,0,512,Intel,Windows
254,Acer,Notebook,4,Windows 10,3.0,702.0,NormalScreen,Yes,127.3356746,Intel Core i3,0,256,Nvidia,Windows
255,Dell,Ultrabook,8,Windows 10,1.41,949.0,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
256,HP,Notebook,8,Windows 10,1.91,445.9,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
257,HP,Notebook,16,Windows 10,2.9,1059.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
258,MSI,Gaming,16,Windows 10,4.14,2499.0,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
259,Lenovo,2 in 1 Convertible,8,Windows 10,2.0,1699.0,TouchScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
260,Dell,Notebook,8,Windows 10,2.8,1142.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,AMD,Windows
261,Lenovo,Notebook,4,No OS,2.2,444.0,NormalScreen,No,141.2119981,Intel Core i3,0,256,Intel,Others/No OS/Linux
262,HP,Notebook,4,Windows 10,2.1,722.0,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
263,Dell,Notebook,4,Windows 10,2.18,657.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
264,Dell,Notebook,8,Windows 10,2.24,565.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
265,Dell,2 in 1 Convertible,8,Windows 10,2.67,799.0,TouchScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
266,Asus,2 in 1 Convertible,8,Windows 10,1.1,1499.0,TouchScreen,No,165.6321181,Intel Core i7,0,1024,Intel,Windows
267,Lenovo,Notebook,4,No OS,2.2,467.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
268,HP,Notebook,8,Windows 10,2.5,1018.0,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
269,Lenovo,Notebook,8,Windows 10,2.05,880.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
270,Apple,Ultrabook,8,macOS,1.37,1958.9,NormalScreen,Yes,226.9830047,Intel Core i5,0,512,Intel,Mac
271,Asus,Gaming,16,Windows 10,3.2,1549.0,NormalScreen,No,127.3356746,AMD Processor,1000,256,AMD,Windows
272,Dell,Notebook,8,Linux,2.14,735.07,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
273,Lenovo,2 in 1 Convertible,16,Windows 10,1.36,2499.0,TouchScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
274,Toshiba,Notebook,8,Windows 10,2.2,812.0,NormalScreen,No,100.4546699,Intel Core i7,500,0,Nvidia,Windows
275,Dell,Notebook,12,Windows 10,2.3,713.07,NormalScreen,No,100.4546699,Intel Core i7,1000,0,Intel,Windows
276,Dell,Notebook,8,Linux,2.8,1099.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,AMD,Others/No OS/Linux
277,Acer,Notebook,8,Windows 10,2.2,745.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
278,Lenovo,Notebook,4,Windows 10,2.8,489.0,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
279,Lenovo,Notebook,8,No OS,2.8,849.0,NormalScreen,No,127.3356746,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
280,Lenovo,Notebook,6,Windows 10,2.8,859.0,NormalScreen,No,106.1130621,Intel Core i7,1000,128,Nvidia,Windows
281,Dell,Notebook,4,Linux,2.25,428.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Others/No OS/Linux
282,Lenovo,Gaming,8,Windows 10,2.5,829.0,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Nvidia,Windows
283,Lenovo,Notebook,6,Windows 10,2.2,579.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
284,Acer,Notebook,8,Windows 10,3.0,951.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
285,Acer,Notebook,12,Windows 10,2.15,659.0,TouchScreen,Yes,141.2119981,Intel Core i7,1000,0,Intel,Windows
286,Lenovo,Notebook,8,Windows 10,1.95,1097.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
287,Asus,Ultrabook,8,Windows 10,1.7,977.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
288,Lenovo,Gaming,16,Windows 10,2.5,1179.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
289,Lenovo,Notebook,8,No OS,2.2,659.01,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
290,Acer,Notebook,2,Chrome OS,2.19,199.0,NormalScreen,No,100.4546699,Other Intel Processor,0,16,Intel,Others/No OS/Linux
291,Asus,Gaming,8,Windows 10,3.0,1187.0,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
292,HP,Notebook,8,Windows 10,2.54,489.0,NormalScreen,No,106.1130621,Intel Core i3,1000,0,Intel,Windows
293,Dell,Notebook,8,Windows 10,2.0,1829.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
294,Lenovo,Notebook,8,Windows 10,2.05,739.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
295,Lenovo,Gaming,8,Windows 10,3.2,1299.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
296,Acer,Notebook,8,Linux,2.5,979.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
297,Dell,Workstation,16,Windows 10,3.42,2884.86,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
298,Lenovo,Notebook,6,Windows 10,2.4,499.0,NormalScreen,No,141.2119981,AMD Processor,1000,0,AMD,Windows
299,Asus,Ultrabook,16,Windows 10,1.63,1468.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
300,Asus,Notebook,4,Windows 10,1.3,509.0,NormalScreen,No,111.9352036,Intel Core i3,0,128,Intel,Windows
301,Asus,Gaming,16,Windows 10,2.9,2122.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
302,Lenovo,Notebook,6,Windows 10,2.8,649.0,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
303,Lenovo,Notebook,8,No OS,2.2,549.0,NormalScreen,No,100.4546699,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
304,Asus,Gaming,8,Windows 10,2.5,1265.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
305,Lenovo,Notebook,4,No OS,2.2,359.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
306,HP,2 in 1 Convertible,16,Windows 10,1.28,1975.0,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
307,Toshiba,Notebook,8,Windows 10,2.2,1043.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
308,Lenovo,Notebook,8,Windows 10,2.3,819.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
309,HP,Notebook,4,Windows 10,1.86,469.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
310,Lenovo,Notebook,8,Windows 10,1.1,999.0,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
311,Dell,Ultrabook,16,Windows 10,1.21,2499.0,TouchScreen,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
312,MSI,Gaming,16,Windows 10,2.8,2099.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
313,Acer,Notebook,8,Windows 10,2.23,469.0,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
314,Asus,2 in 1 Convertible,2,Windows 10,1.1,275.0,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
315,Dell,Notebook,8,Windows 10,2.33,844.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
316,HP,2 in 1 Convertible,16,Windows 10,1.29,2449.0,TouchScreen,Yes,331.2642361,Intel Core i7,0,1000,Intel,Windows
317,Lenovo,Notebook,4,Chrome OS,1.45,459.9,NormalScreen,No,117.8265301,Other Intel Processor,0,0,Intel,Others/No OS/Linux
318,HP,Notebook,8,Windows 10,1.95,980.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
319,Acer,Notebook,4,Windows 10,1.4,485.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
320,HP,Notebook,8,Windows 10,1.48,1292.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
321,Lenovo,Notebook,4,Windows 10,2.79,589.0,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
322,Asus,Notebook,8,Windows 10,2.0,1094.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
323,HP,Notebook,8,Windows 10,2.1,902.0,NormalScreen,Yes,100.4546699,Intel Core i7,1000,0,Intel,Windows
324,Acer,Notebook,8,Windows 10,2.2,659.0,NormalScreen,No,100.4546699,AMD Processor,0,256,AMD,Windows
325,Lenovo,Notebook,4,Windows 10,1.44,292.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
326,Acer,Notebook,6,Windows 10,2.23,549.0,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
327,Asus,Ultrabook,8,Windows 10,1.7,1049.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
328,HP,Ultrabook,8,Windows 10,1.26,1335.0,NormalScreen,No,176.2325736,Intel Core i7,0,256,Intel,Windows
329,Dell,Notebook,32,Windows 10,2.06,2639.0,TouchScreen,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
330,MSI,Gaming,8,Windows 10,2.7,1199.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
331,Toshiba,Notebook,8,Windows 10,2.0,943.0,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
332,Asus,Notebook,8,Windows 10,2.0,1334.0,NormalScreen,No,157.3505121,Intel Core i7,1000,256,Intel,Windows
333,Lenovo,Notebook,4,Windows 10,1.85,449.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Intel,Windows
334,Asus,Gaming,8,Windows 10,2.5,999.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
335,HP,Notebook,8,Windows 10,1.48,1268.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
336,Dell,Ultrabook,8,Windows 10,1.9,1049.0,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,Windows 10,1.84,1144.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
338,Asus,Notebook,4,Linux,2.0,274.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
339,Dell,Notebook,8,Windows 10,2.0,1142.75,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
340,Dell,Notebook,4,Linux,2.2,274.9,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Others/No OS/Linux
341,Lenovo,Notebook,12,Windows 10,2.2,899.0,NormalScreen,No,141.2119981,AMD Processor,2000,0,AMD,Windows
342,HP,Notebook,8,Windows 10,2.1,716.0,NormalScreen,Yes,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
343,Lenovo,2 in 1 Convertible,16,Windows 10,1.4,2099.0,TouchScreen,Yes,316.9650604,Intel Core i7,0,512,Intel,Windows
344,Dell,Ultrabook,8,Windows 10,1.2,1579.0,NormalScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
345,Lenovo,Gaming,16,Windows 10,2.4,1129.0,NormalScreen,Yes,141.2119981,Intel Core i7,2000,256,Nvidia,Windows
346,HP,Notebook,2,Windows 10,1.44,279.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
347,Dell,Ultrabook,16,Windows 10,1.88,1607.96,NormalScreen,No,141.2119981,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,Windows 10,1.5,375.0,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
349,Dell,Ultrabook,8,Windows 10,1.9,663.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,AMD,Windows
350,Dell,Notebook,16,Windows 10,2.06,2027.42,TouchScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
351,HP,Notebook,8,Windows 10,1.84,1304.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,Windows 10,2.7,1409.0,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,Windows 10,2.6,1738.27,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,Windows 10,2.4,1403.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,Windows 10,2.02,970.9,NormalScreen,No,141.2119981,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,No OS,2.2,321.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
357,Dell,Gaming,8,Windows 10,2.65,999.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,Windows 10,2.36,557.37,TouchScreen,No,100.4546699,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,Windows 10,1.36,1427.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,Windows 10,1.86,439.0,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,Windows 10,2.0,945.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,Windows 10,2.8,719.0,NormalScreen,No,106.1130621,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,Windows 10,1.86,639.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,No OS,2.2,499.0,NormalScreen,No,100.4546699,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
365,HP,Notebook,8,Windows 10,2.04,389.0,NormalScreen,No,100.4546699,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,Windows 10,2.8,1085.0,NormalScreen,No,127.3356746,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,No OS,2.4,809.0,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
368,Dell,Notebook,8,Windows 10,2.33,899.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,Windows 10,1.36,1750.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,Windows 10,2.26,1099.0,TouchScreen,No,141.2119981,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,Windows 10,2.1,426.0,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
372,Asus,Gaming,16,Windows 10,3.25,2199.0,NormalScreen,Yes,127.3356746,AMD Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,Windows 10,2.6,489.0,NormalScreen,No,106.1130621,AMD Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,Windows 10,1.62,869.01,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,Windows 10,1.91,488.99,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,Windows 10,1.59,553.0,NormalScreen,Yes,135.0942112,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,Windows 10,1.8,309.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,Windows 10,1.5,286.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,Linux,2.4,846.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
380,HP,Gaming,8,Windows 10,3.35,1191.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,No OS,1.85,403.5,NormalScreen,No,141.2119981,Intel Core i3,0,128,Intel,Others/No OS/Linux
382,Asus,Gaming,8,Windows 10,2.3,1655.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,Windows 10,1.5,1099.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,Windows 10,1.1,1748.9,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,Windows 10,1.13,2282.0,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,Windows 10,1.5,549.0,NormalScreen,Yes,165.6321181,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,Windows 10,2.23,1369.0,NormalScreen,No,141.2119981,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,Windows 10,2.0,2135.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,Windows 10,1.42,2509.0,TouchScreen,No,209.8006829,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,Windows 10,3.0,1039.0,NormalScreen,No,127.3356746,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,Windows 10,3.0,1591.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,Windows 10,2.2,693.99,NormalScreen,Yes,100.4546699,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,Windows 10,2.7,1349.0,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,Linux,2.33,778.87,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Others/No OS/Linux
395,HP,Ultrabook,4,Windows 10,1.91,499.0,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,Windows 10,2.1,1229.56,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,Windows 10,1.9,938.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,Windows 10,1.78,2712.0,TouchScreen,No,282.4239962,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,Windows 10,1.13,2625.0,NormalScreen,Yes,209.8006829,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,Windows 10,2.2,306.0,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,Windows 10,2.9,1529.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,Windows 10,2.1,1144.5,NormalScreen,Yes,141.2119981,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,Linux,2.5,879.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
404,MSI,Gaming,16,Windows 10,2.8,2249.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,Windows 10,1.1,1873.0,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,Windows 10,1.2,1747.0,NormalScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,Windows 10,1.36,1680.0,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,Windows 10,2.2,409.0,NormalScreen,No,141.2119981,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,Windows 10,1.15,304.45,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,Windows 10,2.67,1925.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,Windows 10,1.7,1943.0,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,Windows 10,2.1,469.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,Windows 10,1.6,789.01,TouchScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,Windows 10,1.27,928.0,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,Linux,2.3,598.9,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Others/No OS/Linux
416,Dell,Notebook,4,Windows 10,1.65,689.0,NormalScreen,No,117.8265301,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,Windows 10,1.43,1500.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,Windows 10,2.14,539.95,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,Windows 10,1.75,1215.38,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,Windows 10,2.0,1899.0,TouchScreen,Yes,282.4239962,Intel Core i7,0,512,Nvidia,Windows
